@relation train_data
@attribute GarageType real
@attribute LotShape real
@attribute BsmtQual real
@attribute GarageCars real
@attribute HeatingQC real
@attribute GarageArea real
@attribute OverallQual real
@attribute ExterQual real
@attribute KitchenQual real
@attribute YearBuilt real
@attribute SalePriceCategorical{House_Price_1,House_Price_2,House_Price_3,House_Price_4,House_Price_5}
@data
1,0,0,3,0,833,7,2,2,1991,"House_Price_2"
1,0,2,2,0,601,6,0,3,1958,"House_Price_3"
1,0,2,2,0,471,6,2,2,1994,"House_Price_4"
6,3,4,0,2,0,5,3,3,1900,"House_Price_4"
1,3,2,2,0,397,6,2,2,2005,"House_Price_3"
1,3,2,2,0,533,6,2,2,1993,"House_Price_5"
1,3,2,2,4,612,6,3,3,1980,"House_Price_3"
1,0,2,2,4,540,5,3,0,1977,"House_Price_5"
3,3,2,3,0,656,8,2,0,2003,"House_Price_4"
1,3,4,2,2,486,7,3,3,1968,"House_Price_4"
1,3,2,2,0,522,8,2,0,2001,"House_Price_1"
3,0,2,2,2,642,7,3,2,1997,"House_Price_5"
1,0,2,3,0,610,8,2,2,2007,"House_Price_4"
5,3,4,1,0,429,5,3,3,1965,"House_Price_5"
1,0,0,3,0,788,9,0,0,2006,"House_Price_1"
1,3,2,2,0,570,7,2,2,2004,"House_Price_5"
1,1,2,2,0,505,7,3,2,1960,"House_Price_5"
5,0,1,2,2,528,4,3,3,1926,"House_Price_5"
1,3,2,2,0,689,7,2,2,2005,"House_Price_4"
1,3,2,3,0,868,7,2,2,2006,"House_Price_3"
1,3,4,1,0,349,7,3,3,1940,"House_Price_2"
1,0,4,2,4,574,6,3,3,1976,"House_Price_2"
3,0,2,2,0,390,7,2,2,1999,"House_Price_2"
6,0,2,0,4,0,4,3,3,1977,"House_Price_2"
1,3,4,2,4,576,5,3,3,1967,"House_Price_5"
2,0,4,2,2,525,6,3,2,1958,"House_Price_4"
5,3,4,2,4,456,5,3,3,1890,"House_Price_4"
1,3,4,1,4,796,5,3,3,1959,"House_Price_2"
1,3,2,3,0,808,8,2,2,2002,"House_Price_1"
1,0,2,2,0,474,7,2,2,2002,"House_Price_2"
1,3,4,2,4,676,6,3,2,1972,"House_Price_3"
5,3,4,2,2,720,5,3,2,1950,"House_Price_2"
5,3,4,1,2,300,5,3,3,1965,"House_Price_2"
5,3,2,1,2,396,5,3,3,1972,"House_Price_2"
1,0,4,2,0,530,5,3,3,1969,"House_Price_2"
6,0,2,0,4,0,6,3,3,1975,"House_Price_4"
1,0,2,2,4,492,6,3,3,1946,"House_Price_3"
1,3,2,2,4,462,6,3,3,1980,"House_Price_1"
5,3,4,2,4,576,5,3,3,1962,"House_Price_5"
1,3,2,2,0,531,7,2,2,2003,"House_Price_3"
5,3,2,2,0,484,7,2,2,1999,"House_Price_5"
6,0,4,0,2,0,5,3,3,1958,"House_Price_4"
1,0,2,2,4,619,6,3,3,1977,"House_Price_3"
5,3,2,2,4,440,6,3,2,1976,"House_Price_3"
1,0,0,2,0,702,9,2,0,2007,"House_Price_2"
3,3,2,2,0,510,7,2,2,2002,"House_Price_1"
1,3,2,2,0,393,6,2,2,2005,"House_Price_2"
5,0,4,1,0,256,5,2,3,1940,"House_Price_2"
1,0,4,1,4,260,5,3,3,1955,"House_Price_3"
6,3,4,0,1,0,3,3,3,1910,"House_Price_1"
1,3,4,1,4,264,6,3,3,1958,"House_Price_3"
6,3,4,0,4,0,4,3,3,1949,"House_Price_3"
3,3,2,2,0,474,7,2,2,2003,"House_Price_1"
1,3,2,1,4,264,6,3,3,1979,"House_Price_1"
5,0,2,2,4,532,7,3,2,1910,"House_Price_3"
5,3,2,2,0,490,7,2,2,2000,"House_Price_5"
6,0,2,0,4,0,4,3,1,1923,"House_Price_3"
5,3,4,2,0,400,4,3,3,1954,"House_Price_2"
5,3,4,2,4,480,5,3,3,1963,"House_Price_2"
1,0,4,2,2,588,7,0,0,1961,"House_Price_1"
1,0,2,3,0,676,8,2,2,1998,"House_Price_5"
1,3,2,2,0,388,7,2,2,2007,"House_Price_4"
1,3,2,2,0,779,8,2,2,2002,"House_Price_4"
1,3,3,2,4,539,5,3,2,1977,"House_Price_5"
5,3,4,1,4,240,5,3,3,1950,"House_Price_3"
1,3,4,1,2,255,6,3,2,1910,"House_Price_4"
1,0,0,3,0,606,9,0,0,2009,"House_Price_3"
1,0,4,2,4,551,6,3,2,1976,"House_Price_5"
1,3,2,2,0,614,7,2,2,2006,"House_Price_1"
1,3,2,3,0,870,8,2,2,1997,"House_Price_2"
1,3,4,2,2,424,8,2,2,1882,"House_Price_4"
1,3,4,2,2,440,6,3,2,1964,"House_Price_1"
1,3,2,2,0,564,6,3,2,2005,"House_Price_4"
1,3,0,3,0,786,10,0,0,2006,"House_Price_1"
5,0,4,1,4,305,4,3,3,1946,"House_Price_1"
1,0,4,1,4,368,5,3,3,1961,"House_Price_5"
1,0,4,2,4,615,6,3,3,1970,"House_Price_2"
5,3,4,1,1,210,3,3,3,1922,"House_Price_4"
1,3,2,2,0,632,7,2,2,2006,"House_Price_3"
5,3,3,2,1,528,3,3,1,1952,"House_Price_3"
5,3,1,1,0,216,5,3,0,1920,"House_Price_1"
1,0,2,3,0,824,8,2,2,2006,"House_Price_5"
5,0,4,2,1,528,5,3,3,1976,"House_Price_1"
1,3,2,2,0,457,7,2,2,2005,"House_Price_2"
1,3,2,1,4,328,5,2,3,1977,"House_Price_1"
1,2,2,2,2,484,6,3,3,1970,"House_Price_3"
1,3,4,1,4,286,4,3,3,1970,"House_Price_1"
1,0,0,2,0,550,7,2,2,2004,"House_Price_1"
6,3,4,0,0,0,5,3,3,1926,"House_Price_4"
1,3,4,1,4,312,5,3,3,1948,"House_Price_4"
6,3,3,0,4,0,5,3,3,1965,"House_Price_4"
5,3,4,1,4,180,6,3,2,1923,"House_Price_3"
5,3,4,1,4,280,5,3,3,1910,"House_Price_4"
5,3,4,1,4,240,6,3,3,1948,"House_Price_3"
1,3,2,2,0,528,8,2,2,2001,"House_Price_4"
1,3,2,2,0,478,7,2,2,1996,"House_Price_1"
1,0,2,2,2,565,8,2,2,1984,"House_Price_4"
1,0,2,2,2,402,7,2,2,1991,"House_Price_5"
1,3,2,2,0,440,7,2,2,2005,"House_Price_1"
1,3,2,2,0,451,4,3,2,2005,"House_Price_3"
1,3,2,2,0,632,7,2,2,2006,"House_Price_5"
5,3,4,1,2,160,5,3,3,1930,"House_Price_1"
1,3,2,2,0,437,7,2,2,2005,"House_Price_1"
1,0,2,2,4,665,8,2,2,1976,"House_Price_3"
5,3,4,2,4,461,5,3,3,1972,"House_Price_4"
1,3,4,2,4,461,5,3,3,1960,"House_Price_5"
1,0,2,3,0,800,8,2,2,2007,"House_Price_5"
1,3,4,1,4,240,5,3,3,1941,"House_Price_1"
5,3,4,1,2,264,6,3,3,1972,"House_Price_1"
6,3,4,0,2,0,5,3,3,1916,"House_Price_5"
2,3,4,2,0,672,7,3,3,1920,"House_Price_5"
1,0,2,3,0,796,8,2,2,1993,"House_Price_1"
1,3,2,3,0,900,7,2,2,2002,"House_Price_1"
2,3,1,1,0,240,5,3,1,1938,"House_Price_3"
5,0,3,1,0,290,4,3,3,1957,"House_Price_3"
1,0,0,3,0,912,9,2,0,2007,"House_Price_4"
3,3,2,2,0,905,8,2,2,2001,"House_Price_5"
6,3,4,0,4,0,4,3,3,1970,"House_Price_5"
1,3,2,1,4,286,4,3,3,1970,"House_Price_2"
1,3,4,2,0,484,5,3,3,1957,"House_Price_5"
1,3,4,2,2,484,6,3,2,1966,"House_Price_2"
1,0,2,2,0,624,6,2,2,2005,"House_Price_1"
1,3,2,2,0,514,7,3,2,1990,"House_Price_1"
1,3,2,2,4,542,8,2,2,1981,"House_Price_3"
1,0,3,2,0,452,3,3,3,1955,"House_Price_4"
3,0,0,3,0,716,9,2,0,2005,"House_Price_3"
5,1,2,2,0,672,5,3,3,1994,"House_Price_2"
1,3,3,2,4,336,5,3,3,1960,"House_Price_5"
5,3,3,1,0,308,4,3,2,1946,"House_Price_4"
1,0,2,2,0,436,7,2,2,2007,"House_Price_4"
1,0,2,2,0,440,7,2,2,2007,"House_Price_5"
1,3,4,2,4,540,6,3,3,1964,"House_Price_5"
2,3,4,1,0,364,5,3,3,1957,"House_Price_4"
1,3,2,2,0,586,8,2,2,2002,"House_Price_4"
1,3,2,2,4,478,6,3,3,1976,"House_Price_1"
1,0,2,2,0,484,7,2,2,2005,"House_Price_1"
3,1,2,2,0,467,7,2,2,1994,"House_Price_1"
1,0,0,3,0,836,9,0,0,2008,"House_Price_3"
5,0,4,2,4,432,6,3,3,1932,"House_Price_5"
1,3,2,2,0,582,8,2,2,2001,"House_Price_3"
5,3,4,3,4,1248,3,1,3,1935,"House_Price_3"
5,3,4,2,4,560,5,3,3,1900,"House_Price_3"
5,3,4,2,2,440,6,3,2,1925,"House_Price_2"
1,0,4,2,0,480,5,3,3,1966,"House_Price_2"
1,3,0,2,0,533,7,2,2,1996,"House_Price_3"
1,0,2,2,2,380,6,2,3,1993,"House_Price_1"
1,3,4,2,4,442,6,3,3,1964,"House_Price_3"
1,3,2,2,2,576,6,3,3,1973,"House_Price_4"
5,3,4,2,4,576,5,3,2,1949,"House_Price_4"
1,3,4,1,4,286,5,3,3,1956,"House_Price_3"
1,3,4,2,0,441,6,3,3,1968,"House_Price_2"
5,3,1,1,1,280,5,3,3,1948,"House_Price_3"
1,0,4,2,4,440,6,3,3,1977,"House_Price_2"
1,3,2,3,0,826,7,2,2,2006,"House_Price_2"
1,3,4,1,4,240,7,3,3,1940,"House_Price_2"
1,3,1,2,2,566,5,3,2,1936,"House_Price_4"
1,0,4,1,0,299,5,3,3,1969,"House_Price_3"
1,3,2,2,0,420,6,2,2,2004,"House_Price_4"
1,3,2,1,2,299,5,3,3,1994,"House_Price_3"
1,3,4,2,0,528,6,2,2,1971,"House_Price_1"
1,3,4,1,1,308,5,3,3,1963,"House_Price_5"
1,3,2,2,0,527,7,2,2,2002,"House_Price_2"
1,3,4,1,4,461,6,3,3,1964,"House_Price_4"
1,1,2,2,2,409,6,3,3,1995,"House_Price_1"
1,3,2,2,0,564,6,3,2,1992,"House_Price_3"
1,3,4,1,4,286,4,3,3,1973,"House_Price_2"
1,3,2,3,0,1043,8,2,2,2005,"House_Price_2"
5,3,2,2,0,380,7,2,2,2004,"House_Price_2"
1,0,2,2,0,550,8,2,2,2005,"House_Price_3"
5,3,3,2,1,400,3,3,3,1950,"House_Price_2"
5,3,2,2,0,462,7,2,2,1999,"House_Price_3"
5,3,4,2,1,576,6,3,3,1925,"House_Price_2"
5,3,4,2,2,884,5,3,2,1965,"House_Price_3"
1,3,4,1,0,308,5,3,3,1956,"House_Price_1"
1,0,2,2,2,440,6,2,2,2006,"House_Price_1"
6,3,4,0,4,0,6,3,2,1914,"House_Price_2"
1,3,2,2,0,461,8,2,2,1986,"House_Price_3"
5,3,4,1,4,240,4,3,3,1936,"House_Price_1"
1,0,2,2,4,478,7,3,3,1978,"House_Price_5"
5,3,4,1,4,246,2,3,1,1920,"House_Price_4"
5,0,4,1,4,280,5,3,3,1971,"House_Price_5"
1,3,4,1,0,254,5,3,3,1960,"House_Price_4"
3,3,4,2,0,539,6,3,3,1959,"House_Price_5"
5,3,4,2,4,440,5,3,3,1970,"House_Price_4"
1,0,0,2,0,712,8,2,2,1994,"House_Price_4"
1,0,2,2,2,719,7,2,2,1990,"House_Price_2"
3,2,0,2,0,422,7,2,2,2006,"House_Price_2"
1,3,2,2,0,463,6,3,3,2000,"House_Price_1"
1,0,0,3,0,862,8,2,2,2004,"House_Price_5"
1,3,2,2,2,431,6,3,3,1995,"House_Price_4"
1,3,4,2,4,483,7,3,3,1976,"House_Price_2"
5,0,4,1,4,308,5,3,3,1957,"House_Price_2"
1,3,4,1,2,240,5,3,2,1953,"House_Price_2"
5,3,4,1,0,326,5,3,2,1954,"House_Price_1"
1,3,0,3,0,928,8,2,0,2007,"House_Price_4"
3,3,2,2,0,527,8,2,2,2002,"House_Price_1"
1,0,4,2,0,450,5,3,2,1967,"House_Price_1"
3,3,4,1,4,300,5,3,3,1958,"House_Price_3"
1,3,4,1,4,286,5,3,3,1959,"House_Price_1"
5,3,4,1,4,308,6,3,3,1920,"House_Price_3"
1,3,2,3,0,782,7,2,2,2005,"House_Price_5"
2,0,4,1,0,288,4,3,3,1956,"House_Price_4"
6,3,4,0,0,0,5,3,3,1947,"House_Price_2"
1,0,2,2,2,392,7,3,2,1992,"House_Price_2"
5,3,4,2,4,672,4,3,1,1955,"House_Price_1"
1,3,2,3,0,660,7,2,2,2007,"House_Price_1"
1,2,2,3,0,630,7,2,2,2004,"House_Price_5"
3,0,2,2,0,434,7,2,2,2004,"House_Price_3"
5,3,2,2,4,672,5,3,3,1980,"House_Price_1"
5,3,4,2,4,576,4,3,2,1928,"House_Price_1"
6,3,2,0,4,0,5,3,3,1991,"House_Price_1"
5,3,4,1,4,205,6,3,1,1880,"House_Price_4"
1,0,2,2,0,466,8,2,2,1995,"House_Price_2"
1,0,2,2,2,460,6,3,3,1997,"House_Price_2"
5,3,4,1,4,180,6,3,3,1926,"House_Price_4"
1,3,4,1,4,288,6,3,3,1950,"House_Price_5"
6,3,4,0,2,0,5,3,3,1875,"House_Price_1"
1,0,4,2,4,714,6,3,2,1977,"House_Price_1"
5,0,4,2,4,495,5,3,3,1920,"House_Price_3"
5,3,4,2,4,840,5,3,3,1951,"House_Price_4"
1,0,4,2,0,484,5,3,2,1976,"House_Price_3"
3,3,0,3,0,1052,8,2,2,2006,"House_Price_1"
6,3,4,0,4,0,5,3,3,1959,"House_Price_2"
5,3,2,1,1,280,4,3,1,1941,"House_Price_2"
5,3,4,1,0,225,5,3,3,1928,"House_Price_3"
1,3,2,2,4,403,6,2,2,1985,"House_Price_5"
1,3,4,1,0,234,7,3,1,1941,"House_Price_1"
5,3,4,1,4,288,7,3,3,1926,"House_Price_4"
5,3,4,2,0,324,7,3,3,1920,"House_Price_4"
1,0,4,1,0,306,6,3,2,1950,"House_Price_4"
1,3,4,2,4,528,5,3,1,1959,"House_Price_5"
1,0,4,2,0,470,6,3,0,1956,"House_Price_5"
5,3,4,1,0,432,6,2,3,1930,"House_Price_4"
1,0,4,2,4,492,7,3,2,1965,"House_Price_2"
1,0,2,2,4,528,5,2,2,1976,"House_Price_4"
1,3,4,2,2,502,5,3,2,1965,"House_Price_2"
1,0,2,2,0,626,7,2,2,2007,"House_Price_1"
1,3,2,3,0,830,8,2,2,2007,"House_Price_4"
1,3,4,2,4,540,6,2,2,1974,"House_Price_5"
1,3,2,2,1,440,6,3,3,1978,"House_Price_5"
5,0,4,2,0,924,6,2,2,1954,"House_Price_3"
1,3,2,2,2,450,5,3,3,1968,"House_Price_5"
4,3,2,2,4,400,4,3,3,1969,"House_Price_5"
1,0,2,2,0,588,5,3,2,1978,"House_Price_3"
1,0,2,2,0,644,7,2,2,2009,"House_Price_3"
1,0,2,3,0,776,8,2,2,2008,"House_Price_3"
1,0,2,2,0,472,6,3,3,2000,"House_Price_4"
2,3,4,2,0,540,6,3,2,1935,"House_Price_5"
1,0,0,3,0,807,10,2,2,1995,"House_Price_5"
1,3,4,1,4,358,6,3,3,1977,"House_Price_1"
1,3,4,2,0,433,6,3,3,1958,"House_Price_1"
5,0,2,2,0,625,7,2,2,2006,"House_Price_3"
6,0,4,0,4,0,5,3,0,1946,"House_Price_1"
5,0,2,2,4,360,6,3,3,1932,"House_Price_5"
1,3,2,2,0,541,8,2,2,1992,"House_Price_5"
1,0,4,1,4,264,5,3,3,1984,"House_Price_5"
5,3,4,1,4,210,6,3,3,1926,"House_Price_1"
5,0,4,1,0,186,5,3,3,1921,"House_Price_4"
6,3,3,0,2,0,5,3,3,1954,"House_Price_1"
1,1,2,2,0,693,7,3,3,1990,"House_Price_1"
1,0,0,2,0,482,8,0,2,2008,"House_Price_5"
1,0,0,3,0,813,10,2,0,1996,"House_Price_4"
5,3,4,2,0,720,5,3,3,1920,"House_Price_4"
0,3,4,3,2,995,5,3,3,1963,"House_Price_3"
1,3,4,1,2,392,5,3,3,1924,"House_Price_3"
4,0,1,2,4,420,3,3,3,1900,"House_Price_2"
1,3,2,3,0,757,8,2,2,1994,"House_Price_3"
1,0,2,2,0,493,7,2,2,2002,"House_Price_3"
1,3,4,2,2,442,7,3,2,1999,"House_Price_3"
0,3,4,4,0,1356,4,3,3,1961,"House_Price_4"
5,3,2,2,0,492,8,2,2,1999,"House_Price_2"
5,3,4,1,2,250,5,3,2,1925,"House_Price_3"
1,3,0,2,0,402,6,3,3,1999,"House_Price_3"
1,3,4,1,4,299,6,3,3,1969,"House_Price_1"
1,0,2,2,0,400,6,3,2,2005,"House_Price_4"
3,0,2,3,0,660,7,2,2,2006,"House_Price_1"
5,0,4,1,0,225,7,3,3,1916,"House_Price_4"
1,3,2,2,0,573,7,2,2,2001,"House_Price_3"
1,3,4,2,2,459,4,3,3,1963,"House_Price_5"
1,3,4,1,2,280,4,3,3,1970,"House_Price_1"
1,3,2,2,0,546,7,3,2,1998,"House_Price_4"
5,3,4,1,0,216,5,3,3,1925,"House_Price_2"
1,3,2,2,0,451,7,2,2,2000,"House_Price_5"
1,3,2,2,0,495,5,3,3,1975,"House_Price_4"
1,0,2,3,2,701,7,2,2,1990,"House_Price_3"
5,3,4,1,4,384,4,3,3,1966,"House_Price_1"
1,3,2,2,0,544,6,2,2,2003,"House_Price_2"
5,3,4,2,4,506,5,3,3,1962,"House_Price_2"
1,0,0,2,0,500,8,2,2,2006,"House_Price_2"
1,3,2,2,0,462,6,2,2,1992,"House_Price_1"
2,0,2,2,2,492,8,2,3,1988,"House_Price_4"
1,3,4,1,4,234,4,3,3,1941,"House_Price_1"
1,0,4,1,0,364,4,3,3,1965,"House_Price_1"
1,0,4,1,4,300,5,3,3,1962,"House_Price_1"
5,0,4,1,4,384,5,3,3,1966,"House_Price_2"
1,3,3,2,4,539,6,3,3,1978,"House_Price_2"
1,3,2,2,0,552,8,2,2,2009,"House_Price_2"
6,3,3,0,2,0,4,3,3,1947,"House_Price_4"
6,3,4,0,4,0,6,3,3,1971,"House_Price_2"
1,0,4,1,4,288,5,3,3,1964,"House_Price_4"
1,3,4,1,0,322,5,3,3,1968,"House_Price_3"
1,3,4,1,0,315,6,3,3,1949,"House_Price_5"
5,3,4,2,4,528,5,3,3,1951,"House_Price_2"
1,0,2,2,0,388,7,2,2,2004,"House_Price_4"
1,3,4,1,0,264,6,3,3,1958,"House_Price_2"
3,0,2,3,0,668,6,2,2,2007,"House_Price_1"
5,3,4,2,0,576,5,3,2,1965,"House_Price_2"
1,3,0,3,0,1052,9,0,0,2008,"House_Price_2"
2,3,4,1,2,404,5,3,3,1960,"House_Price_2"
3,0,2,2,0,600,5,3,3,1977,"House_Price_3"
1,3,4,2,4,540,5,3,3,1962,"House_Price_4"
4,3,3,2,4,462,4,3,3,1962,"House_Price_2"
1,0,4,2,1,531,5,3,3,1959,"House_Price_5"
6,3,4,0,4,0,5,3,3,1911,"House_Price_4"
5,3,2,1,2,180,5,3,3,1914,"House_Price_5"
3,3,2,2,0,474,7,2,2,2003,"House_Price_3"
3,1,2,2,0,434,7,2,2,2004,"House_Price_5"
5,3,2,2,0,484,6,2,3,2005,"House_Price_3"
1,0,2,2,0,472,8,2,0,2006,"House_Price_4"
1,3,2,2,0,543,7,2,2,2003,"House_Price_3"
1,3,2,3,0,954,7,2,2,2007,"House_Price_2"
1,3,2,2,4,528,7,3,2,1974,"House_Price_1"
5,0,2,2,1,400,8,3,2,1929,"House_Price_3"
3,3,2,2,0,477,6,3,3,1984,"House_Price_2"
1,3,2,2,0,615,7,2,2,2005,"House_Price_5"
1,0,4,3,4,888,6,3,3,1976,"House_Price_3"
5,3,2,2,1,396,6,3,3,1917,"House_Price_2"
1,3,4,1,4,276,5,3,3,1950,"House_Price_5"
1,3,4,2,0,522,7,2,0,1968,"House_Price_1"
1,0,2,2,0,478,7,2,2,2003,"House_Price_4"
1,3,4,1,4,288,5,3,3,1968,"House_Price_3"
1,0,4,2,4,518,7,2,2,1974,"House_Price_4"
3,3,2,2,0,397,7,2,2,2003,"House_Price_2"
5,3,4,1,4,560,6,3,3,1931,"House_Price_3"
1,0,2,2,0,691,8,2,2,1994,"House_Price_4"
6,3,1,0,0,0,5,3,3,1922,"House_Price_4"
1,0,2,2,0,400,7,2,2,2005,"House_Price_4"
1,3,2,2,2,460,6,3,3,1969,"House_Price_1"
3,2,2,2,0,502,6,3,3,1999,"House_Price_5"
1,3,4,1,2,338,5,3,3,1956,"House_Price_5"
1,3,4,1,0,304,4,3,3,1957,"House_Price_2"
5,3,4,2,0,520,6,3,3,1919,"House_Price_5"
1,3,2,2,0,511,6,2,2,1998,"House_Price_4"
5,3,2,2,0,506,7,2,2,1999,"House_Price_2"
5,0,4,1,4,308,7,1,3,1910,"House_Price_3"
1,0,0,3,0,746,9,0,0,2008,"House_Price_2"
3,0,4,3,0,1014,8,3,2,1935,"House_Price_2"
1,3,4,1,4,315,5,3,3,1958,"House_Price_3"
1,3,2,2,4,586,7,2,2,1979,"House_Price_4"
1,0,4,2,2,462,6,3,2,1968,"House_Price_1"
1,0,4,1,4,288,5,3,3,1965,"House_Price_4"
2,0,4,1,2,312,6,3,0,1959,"House_Price_4"
5,3,4,2,0,552,5,3,3,1910,"House_Price_3"
5,3,4,2,2,400,5,3,3,1948,"House_Price_2"
1,0,4,2,4,497,6,3,3,1972,"House_Price_3"
1,0,2,2,1,480,6,3,3,1967,"House_Price_2"
5,3,4,2,4,528,4,3,3,1920,"House_Price_4"
1,0,2,2,0,544,7,2,2,2002,"House_Price_5"
1,0,2,2,4,484,7,3,3,1990,"House_Price_5"
5,0,2,2,4,484,5,3,2,1977,"House_Price_4"
6,3,4,0,4,0,6,3,3,1971,"House_Price_1"
5,3,4,1,0,336,6,3,2,1919,"House_Price_1"
5,3,4,1,0,280,6,3,3,1939,"House_Price_3"
1,3,4,2,4,528,6,3,3,1963,"House_Price_1"
1,0,4,2,1,390,5,3,3,1964,"House_Price_2"
1,0,2,2,0,499,8,2,0,2000,"House_Price_3"
3,0,2,3,0,753,8,2,0,2006,"House_Price_2"
1,0,4,2,4,484,5,3,3,1964,"House_Price_3"
5,3,4,1,4,264,5,3,3,1972,"House_Price_3"
1,3,4,1,4,432,5,3,3,1892,"House_Price_4"
1,3,2,2,4,528,7,3,3,1976,"House_Price_3"
5,3,4,2,4,572,5,3,3,1955,"House_Price_5"
1,3,4,1,2,288,5,3,3,1968,"House_Price_5"
1,3,4,2,2,525,5,3,3,1963,"House_Price_2"
2,3,2,2,2,525,6,3,3,2005,"House_Price_5"
1,2,0,2,0,1418,10,0,0,2008,"House_Price_4"
1,3,4,1,0,305,5,3,2,1959,"House_Price_2"
1,0,2,2,0,490,7,2,2,1999,"House_Price_3"
1,0,4,1,1,213,6,3,2,1942,"House_Price_4"
1,3,2,3,0,844,8,2,2,1994,"House_Price_5"
1,3,2,3,0,834,7,2,2,2005,"House_Price_4"
5,3,2,2,0,380,7,2,2,2004,"House_Price_5"
1,0,0,2,0,840,9,2,0,2006,"House_Price_5"
1,0,2,2,0,474,7,2,2,2005,"House_Price_1"
5,3,2,2,0,480,5,3,3,1994,"House_Price_4"
1,3,4,2,0,528,5,3,2,1948,"House_Price_5"
1,3,2,2,2,496,6,3,2,1991,"House_Price_4"
1,3,2,2,4,567,7,2,0,1959,"House_Price_5"
1,3,2,2,0,508,7,2,2,2005,"House_Price_1"
1,0,0,2,0,750,8,2,2,1990,"House_Price_3"
3,0,2,3,0,779,9,2,2,1999,"House_Price_1"
5,3,4,1,0,280,4,3,3,1954,"House_Price_4"
1,3,1,2,4,576,6,3,3,1969,"House_Price_1"
1,0,0,3,0,860,8,2,0,2008,"House_Price_3"
1,3,0,2,0,466,7,2,2,2006,"House_Price_1"
1,1,2,3,0,748,8,2,2,2001,"House_Price_1"
1,3,4,1,0,248,4,3,3,1954,"House_Price_2"
1,3,4,2,2,442,6,3,3,1957,"House_Price_5"
5,0,3,1,4,287,3,3,3,1949,"House_Price_3"
1,0,2,2,0,564,7,2,2,1992,"House_Price_4"
6,3,4,0,2,0,4,1,1,1940,"House_Price_2"
1,3,0,3,0,895,8,2,2,2006,"House_Price_1"
6,3,4,0,1,0,4,3,3,1922,"House_Price_2"
6,3,4,0,0,0,3,3,2,1931,"House_Price_2"
1,3,4,1,0,264,5,2,2,1982,"House_Price_3"
5,3,2,2,0,520,6,2,3,1920,"House_Price_2"
1,0,2,2,2,462,7,3,3,1998,"House_Price_1"
1,3,2,3,0,825,8,2,2,2006,"House_Price_4"
5,0,4,2,2,576,5,3,3,1976,"House_Price_2"
5,3,4,1,0,288,4,3,3,1938,"House_Price_1"
5,3,4,1,0,297,5,3,2,1938,"House_Price_3"
1,3,4,2,4,440,5,3,3,1970,"House_Price_4"
1,3,2,2,4,630,6,3,3,1977,"House_Price_3"
5,0,4,2,4,506,5,3,3,1973,"House_Price_3"
6,0,4,0,1,0,4,3,1,1941,"House_Price_1"
3,0,2,2,0,492,7,2,2,2002,"House_Price_5"
1,0,4,1,0,288,5,3,3,1972,"House_Price_5"
5,3,4,4,4,480,4,3,3,1971,"House_Price_4"
5,3,2,2,0,576,6,3,2,2003,"House_Price_1"
1,3,2,2,0,647,8,2,2,2002,"House_Price_4"
5,3,4,2,2,342,6,3,3,1928,"House_Price_3"
1,0,2,2,0,440,7,2,2,2006,"House_Price_2"
5,3,4,1,2,308,4,3,1,1920,"House_Price_5"
1,1,4,2,4,508,7,3,3,1968,"House_Price_5"
1,0,0,3,0,712,8,2,2,2006,"House_Price_3"
1,2,2,2,0,514,7,2,2,1998,"House_Price_1"
6,3,4,0,1,0,8,3,3,1872,"House_Price_3"
5,3,4,4,4,968,5,3,3,1969,"House_Price_3"
1,0,4,2,0,490,6,3,3,1962,"House_Price_5"
5,3,4,2,4,624,6,2,3,1937,"House_Price_4"
1,0,2,3,0,666,8,2,2,1995,"House_Price_5"
1,0,2,3,0,839,7,2,2,2000,"House_Price_1"
1,0,4,2,2,487,7,3,2,1968,"House_Price_3"
1,3,4,1,4,264,5,3,3,1966,"House_Price_2"
1,0,4,2,0,500,5,3,3,1971,"House_Price_4"
5,3,2,2,0,440,6,2,2,2000,"House_Price_4"
1,3,0,3,0,770,9,2,0,2004,"House_Price_2"
3,3,4,2,0,621,5,3,3,1921,"House_Price_2"
1,0,0,2,0,430,7,2,2,2005,"House_Price_5"
1,0,4,1,2,368,4,3,3,1920,"House_Price_1"
3,0,2,2,0,432,6,3,2,2006,"House_Price_3"
5,3,2,2,0,480,7,2,2,2005,"House_Price_5"
1,3,2,2,0,663,7,2,2,2000,"House_Price_5"
1,0,2,2,0,588,7,2,2,1999,"House_Price_5"
1,3,4,1,0,336,5,3,3,1977,"House_Price_5"
1,3,2,2,0,420,6,2,2,2003,"House_Price_1"
1,1,2,2,0,502,8,2,2,2003,"House_Price_1"
5,3,4,1,0,338,4,1,3,1920,"House_Price_1"
3,3,4,1,2,377,6,3,2,1955,"House_Price_1"
5,3,2,2,0,583,7,3,2,1998,"House_Price_5"
1,3,0,3,0,804,10,0,0,2001,"House_Price_3"
1,3,2,3,0,936,7,2,2,2005,"House_Price_1"
1,0,2,3,0,722,8,2,2,2007,"House_Price_1"
5,3,2,1,4,160,6,3,3,1930,"House_Price_2"
5,3,4,2,0,660,5,3,3,1941,"House_Price_5"
5,3,4,1,4,264,6,3,3,1973,"House_Price_2"
5,3,4,1,4,200,3,3,3,1914,"House_Price_2"
1,0,4,2,0,550,6,3,3,1970,"House_Price_5"
5,3,1,2,0,576,7,3,2,1920,"House_Price_2"
1,3,4,2,0,576,5,3,2,1918,"House_Price_1"
